/* DATA DESCRIPTION:
Citation:	Erhardt, Tobias; Capron, Emilie; Rasmussen, Sune Olander; Schüpbach, Simon; Bigler, Matthias; Adolphi, Florian; Fischer, Hubertus (2018): NGRIP high resolution calcium, sodium concentrations and layer thickness (over warming events, 10-60ka). PANGAEA, https://doi.org/10.1594/PANGAEA.896740, 
	In supplement to: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019
Related to:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo Møllesøe (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
	North Greenland Ice Core Project Members; Andersen, Katrine K; Azuma, Nobuhiko; Barnola, Jean-Marc; Bigler, Matthias; Biscaye, Pierre Eginton; Caillon, Nicolas; Chappellaz, Jérôme A; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Fischer, H; Flückiger, Jacqueline; Fritzsche, Diedrich; Fujii, Yushiyuki; Goto-Azuma, Kumiko; Grönvold, Karl; Gundestrup, Niels S; Hansson, Margareta E; Huber, C; Hvidberg, Christine Schøtt; Johnsen, Sigfús Jóhann; Jonsell, Ulf; Jouzel, Jean; Kipfstuhl, Sepp; Landais, Amaelle; Leuenberger, Markus Christian; Lorrain, Reginald D; Masson-Delmotte, Valerie; Miller, H; Motoyama, Hideaki; Narita, H; Popp, Trevor; Rasmussen, Sune Olander; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Samyn, D; Schwander, Jakob; Shoji, Hitoshi; Siggaard-Andersen, Marie-Louise; Steffensen, J P; Stocker, T; Sveinbjörnsdottir, Árný E; Svensson, Anders M; Takata, Morimasa; Tison, Jean-Louis; Thorsteinsson, Thorsteinn; Watanabe, Okitsugu; Wilhelms, Frank; White, James W C (2004): High-resolution record of Northern Hemisphere climate extending into the last interglacial period. Nature, 431(7005), 147-151, https://doi.org/10.1038/nature02805
	Svensson, Anders M; Andersen, Katrine K; Bigler, Matthias; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Davies, Siwan M; Johnsen, Sigfús Jóhann; Muscheler, Raimund; Parrenin, Frédéric; Rasmussen, Sune Olander; Röthlisberger, Regine; Seierstad, Inger K; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe (2008): A 60 000 year Greenland stratigraphic ice core chronology. Climate of the Past, 4(1), 47-57, https://doi.org/10.5194/cp-4-47-2008
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM ELEVATION: 2917.0 m * MAXIMUM ELEVATION: 2917.0 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * COMMENT: Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NGRIP
	Ageprofile Datum Description (Ageprof dat des) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de)
	Sodium [ng/g] (Na+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Calcium [ng/g] (Ca2+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Layer thickness [m] (Thickness) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Calculated * COMMENT: Calculated from the age model
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	19498 data points
*/
Age [ka BP]	Ageprof dat des	Na+ [ng/g]	Ca2+ [ng/g]	Thickness [m]
33.9150	GI-6	131.0988	283.0571	0.0210
33.9170	GI-6	105.0482	222.8384	0.0145
33.9190	GI-6	82.6325	228.4422	0.0130
33.9210	GI-6	95.0661	290.2740	0.0150
33.9230	GI-6	97.2912	275.0831	0.0125
33.9250	GI-6	127.1198	381.2928	0.0150
33.9270	GI-6	92.3559	298.6036	0.0130
33.9290	GI-6	129.9756	232.4851	0.0220
33.9310	GI-6	97.7356	257.0805	0.0175
33.9330	GI-6	55.0607	235.3212	0.0170
33.9350	GI-6	101.7437	307.9644	0.0210
33.9370	GI-6	128.7846	292.6202	0.0155
33.9390	GI-6	51.6845	203.9774	0.0175
35.1810	GI-7c	16.4048	33.8917	0.0240
35.1830	GI-7c	29.7935	72.0182	0.0180
35.1850	GI-7c	36.9827	35.2757	0.0300
35.1870	GI-7c	44.3874	60.6761	0.0195
35.1890	GI-7c	38.7892	56.1833	0.0310
35.1910	GI-7c	30.7928	45.4519	0.0350
35.1930	GI-7c	36.3457	52.4231	0.0285
35.1950	GI-7c	31.6947	66.5700	0.0330
35.1970	GI-7c	39.6601	75.4678	0.0250
35.1990	GI-7c	38.9879	48.4919	0.0360
35.2010	GI-7c	30.2711	35.7653	0.0320
35.2030	GI-7c	44.2100	33.9423	0.0295
35.2050	GI-7c	44.3274	41.0764	0.0250
35.2070	GI-7c	37.8514	36.9380	0.0245
35.2090	GI-7c	42.5520	38.9270	0.0245
35.2110	GI-7c	51.2552	41.5426	0.0310
35.2130	GI-7c	40.1926	34.4661	0.0315
35.2150	GI-7c	38.0828	39.6345	0.0305
35.2170	GI-7c	32.7675	43.6852	0.0255
35.2190	GI-7c	34.0025	38.6819	0.0300
35.2210	GI-7c	33.4374	61.8465	0.0330
35.2230	GI-7c	35.3298	59.8072	0.0210
35.2250	GI-7c	32.1182	53.1571	0.0200
35.2270	GI-7c	42.0481	59.8576	0.0285
35.2290	GI-7c	64.4593	59.6632	0.0265
35.2310	GI-7c	34.7038	52.3468	0.0280
35.2330	GI-7c	55.7184	63.2295	0.0225
35.2350	GI-7c	41.1879	53.2496	0.0330
35.2370	GI-7c	31.2411	48.9425	0.0230
35.2390	GI-7c	30.1740	39.2059	0.0250
35.2410	GI-7c	54.6384	109.5308	0.0320
35.2430	GI-7c	51.0476	71.8147	0.0220
35.2450	GI-7c	36.2320	54.3331	0.0260
35.2470	GI-7c	29.5991	52.2353	0.0255
35.2490	GI-7c	52.4648	63.4476	0.0290
35.2510	GI-7c	47.2982	58.8669	0.0295
35.2530	GI-7c	38.4117	40.8313	0.0395
35.2550	GI-7c	42.4522	76.2179	0.0315
35.2570	GI-7c	41.8912	47.4648	0.0315
35.2590	GI-7c	33.3857	44.3479	0.0315
35.2610	GI-7c	31.0371	29.3173	0.0300
35.2630	GI-7c	34.4301	34.8520	0.0215
35.2650	GI-7c	30.4461	32.1346	0.0190
35.2670	GI-7c	32.8118	30.5109	0.0280
35.2690	GI-7c	27.4886	29.0515	0.0245
35.2710	GI-7c	33.8258	33.7585	0.0175
35.2730	GI-7c	31.2642	40.6428	0.0340
35.2750	GI-7c	29.0123	34.5889	0.0315
35.2770	GI-7c	34.9516	37.3079	0.0310
35.2790	GI-7c	38.3657	34.3603	0.0305
35.2810	GI-7c	33.2537	50.7101	0.0315
35.2830	GI-7c	59.3041	46.5376	0.0235
35.2850	GI-7c	29.8600	33.7711	0.0290
35.2870	GI-7c	31.6721	34.0308	0.0295
35.2890	GI-7c	40.4389	44.4552	0.0175
35.2910	GI-7c	38.4057	54.1581	0.0350
35.2930	GI-7c	63.0432	47.3746	0.0190
35.2950	GI-7c	29.8403	43.8240	0.0315
35.2970	GI-7c	36.7877	58.4228	0.0340
35.2990	GI-7c	41.6870	35.6895	0.0190
35.3010	GI-7c	36.0900	30.7135	0.0250
35.3030	GI-7c	37.9221	47.5772	0.0330
35.3050	GI-7c	52.4484	29.8903	0.0215
35.3070	GI-7c	30.1365	30.9866	0.0285
35.3090	GI-7c	40.1343	40.1977	0.0215
35.3110	GI-7c	42.4214	54.9877	0.0325
35.3130	GI-7c	52.6614	56.2101	0.0205
35.3150	GI-7c	35.1354	38.7374	0.0275
35.3170	GI-7c	31.2530	32.5410	0.0315
35.3190	GI-7c	34.7699	36.4521	0.0290
35.3210	GI-7c	34.6136	33.5256	0.0255
35.3230	GI-7c	38.7975	37.5623	0.0245
35.3250	GI-7c	41.2799	44.6647	0.0320
35.3270	GI-7c	51.2590	34.1149	0.0345
35.3290	GI-7c	39.2828	42.1678	0.0235
35.3310	GI-7c	43.5361	53.4993	0.0250
35.3330	GI-7c	43.7113	81.0351	0.0305
35.3350	GI-7c	40.9739	48.2667	0.0230
35.3370	GI-7c	43.0703	44.9451	0.0330
35.3390	GI-7c	35.2183	49.6970	0.0235
35.3410	GI-7c	58.3386	40.2734	0.0255
35.3430	GI-7c	36.6967	34.5858	0.0210
35.3450	GI-7c	28.0892	34.6443	0.0320
35.3470	GI-7c	40.6402	37.0096	0.0225
35.3490	GI-7c	47.7678	43.4984	0.0220
35.3510	GI-7c	43.6294	42.6939	0.0355
35.3530	GI-7c	33.7664	37.1909	0.0300
35.3550	GI-7c	37.5400	38.1357	0.0180
35.3570	GI-7c	41.4520	35.3270	0.0270
35.3590	GI-7c	27.8529	34.8734	0.0375
35.3610	GI-7c	34.4107	47.9436	0.0320
35.3630	GI-7c	38.8443	40.4383	0.0335
35.3650	GI-7c	46.3878	44.8398	0.0245
35.3670	GI-7c	37.7320	39.2624	0.0205
35.3690	GI-7c	29.8992	33.7702	0.0360
35.3710	GI-7c	43.4277	33.4942	0.0240
35.3730	GI-7c	33.9154	28.2375	0.0255
35.3750	GI-7c	25.6108	22.0440	0.0200
35.3770	GI-7c	38.9267	38.3550	0.0310
35.3790	GI-7c	37.5353	32.1354	0.0295
35.3810	GI-7c	32.7569	39.0130	0.0275
35.3830	GI-7c	24.2882	30.2769	0.0355
35.3850	GI-7c	36.9755	23.4892	0.0305
35.3870	GI-7c	35.5354	33.7145	0.0380
35.3890	GI-7c	38.2978	27.9313	0.0215
35.3910	GI-7c	54.2772	60.1727	0.0290
35.3930	GI-7c	25.9165	28.4468	0.0295
35.3950	GI-7c	28.3992	33.0013	0.0270
35.3970	GI-7c	40.9342	29.6139	0.0295
35.3990	GI-7c	37.6312	40.7647	0.0305
35.4010	GI-7c	45.7642	44.5974	0.0155
35.4030	GI-7c	29.7882	35.5896	0.0325
35.4050	GI-7c	55.7829	45.8380	0.0300
35.4070	GI-7c	44.0408	50.5318	0.0255
35.4090	GI-7c	37.4050	44.9464	0.0325
35.4110	GI-7c	80.7280	63.0596	0.0210
35.4130	GI-7c	33.1726	37.5540	0.0345
35.4150	GI-7c	28.3770	38.7403	0.0420
35.4170	GI-7c	26.8441	48.4379	0.0305
35.4190	GI-7c	42.1165	60.2706	0.0250
35.4210	GI-7c	42.9518	70.3001	0.0300
35.4230	GI-7c	58.9099	84.7314	0.0155
35.4250	GI-7c	49.5948	91.6315	0.0185
35.4270	GI-7c	39.2503	70.3802	0.0345
35.4290	GI-7c	45.5272	71.9969	0.0280
35.4310	GI-7c	35.3173	51.7092	0.0215
35.4330	GI-7c	41.7515	58.0613	0.0260
35.4350	GI-7c	51.0749	59.6312	0.0210
35.4370	GI-7c	59.0064	69.5848	0.0305
35.4390	GI-7c	49.1308	120.6140	0.0380
35.4410	GI-7c	54.8369	129.2056	0.0205
35.4430	GI-7c	112.5161	260.6793	0.0180
35.4450	GI-7c	79.0077	194.7806	0.0180
35.4470	GI-7c	72.7023	234.4432	0.0290
35.4490	GI-7c	104.4335	240.3092	0.0205
35.4510	GI-7c	83.5914	173.7623	0.0145
35.4530	GI-7c	46.2560	144.5956	0.0145
35.4550	GI-7c	159.5065	241.0236	0.0180
35.4570	GI-7c	102.6742	346.0904	0.0240
35.4590	GI-7c	62.3986	223.1085	0.0260
35.4610	GI-7c	79.7175	204.6371	0.0200
35.4630	GI-7c	52.7468	177.5876	0.0255
35.4650	GI-7c	83.1153	172.2969	0.0210
35.4670	GI-7c	84.1915	220.9873	0.0210
35.4690	GI-7c	82.8246	231.7606	0.0170
35.4710	GI-7c	94.8973	251.7489	0.0205
35.4730	GI-7c	52.1655	204.4905	0.0195
35.4750	GI-7c	63.3328	164.4741	0.0180
35.4770	GI-7c	53.9991	202.5421	0.0190
35.4790	GI-7c	61.6917	207.9549	0.0210
35.4810	GI-7c	102.2792	277.0023	0.0120
35.4830	GI-7c	70.4081	230.0340	0.0205
35.4850	GI-7c	47.3892	133.7372	0.0180
35.4870	GI-7c	67.3384	287.2595	0.0165
35.4890	GI-7c	101.6764	301.0315	0.0205
35.4910	GI-7c	80.4115	269.9098	0.0190
35.4930	GI-7c	91.1620	226.9494	0.0195
35.4950	GI-7c	60.2600	162.9958	0.0130
35.4970	GI-7c	54.7721	204.8703	0.0165
35.4990	GI-7c	72.9622	192.7684	0.0160
35.5010	GI-7c	99.5454	254.1638	0.0145
35.5030	GI-7c	133.4027	292.2475	0.0165
35.5050	GI-7c	222.0995	478.7198	0.0250
35.5070	GI-7c	133.0487	492.9511	0.0120
35.5090	GI-7c	68.3799	335.1572	0.0170
35.5110	GI-7c	80.2821	334.8082	0.0185
35.5130	GI-7c	56.6910	263.0092	0.0220
35.5150	GI-7c		290.6048	0.0150
35.5170	GI-7c	66.1049	186.4642	0.0140
35.5190	GI-7c	46.4828	133.0768	0.0125
35.5210	GI-7c	34.8492	128.0607	0.0145
35.5230	GI-7c	46.3674	186.2071	0.0145
35.5250	GI-7c	64.4949	206.9240	0.0145
35.5270	GI-7c	67.0765	218.7205	0.0170
35.5290	GI-7c	64.8471		0.0170
35.5310	GI-7c	69.0134	165.4718	0.0185
35.5330	GI-7c	99.3356	184.4156	0.0140
35.5350	GI-7c	124.1843	471.4102	0.0205
35.5370	GI-7c	155.4363	352.1972	0.0115
35.5390	GI-7c	73.9083	215.2225	0.0145
35.5410	GI-7c	46.0444	194.5646	0.0135
35.5430	GI-7c	137.9139	369.2100	0.0135
35.5450	GI-7c	86.1513	272.7412	0.0130
35.5470	GI-7c	53.8765	221.4811	0.0095
35.5490	GI-7c	89.8243	258.7533	0.0160
35.5510	GI-7c	59.0159	224.5505	0.0180
35.5530	GI-7c	91.9347	272.5027	0.0155
35.5550	GI-7c	110.9834	263.9552	0.0145
35.5570	GI-7c	64.2732	193.4052	0.0130
35.5590	GI-7c	54.3259	165.4690	0.0125
35.5610	GI-7c	49.5076	189.9669	0.0190
35.5630	GI-7c	59.7709	243.3065	0.0135
35.5650	GI-7c	74.3592	247.9167	0.0135
35.5670	GI-7c	121.6282	402.0734	0.0140
35.5690	GI-7c	99.6888	422.6789	0.0120
35.5710	GI-7c	130.4049	460.9429	0.0115
35.5730	GI-7c	90.6295	382.8599	0.0160
35.5750	GI-7c	74.4871	296.1653	0.0180
35.5770	GI-7c	61.4735	222.7744	0.0115
35.5790	GI-7c	84.2131	241.7805	0.0190
35.5810	GI-7c	73.2400	239.5967	0.0130
35.5830	GI-7c	77.0918	252.9231	0.0150
35.5850	GI-7c	91.9840	278.6434	0.0115
35.5870	GI-7c	76.1387	254.8054	0.0180
35.5890	GI-7c	91.2593	288.5018	0.0140
35.5910	GI-7c	100.9836	293.8622	0.0105
35.5930	GI-7c	65.1709	225.5724	0.0145
35.5950	GI-7c	82.1502	278.6263	0.0115
35.5970	GI-7c	66.0772	231.0002	0.0125
35.5990	GI-7c	72.0929	199.2218	0.0160
35.6010	GI-7c	83.4864	304.4252	0.0090
35.6030	GI-7c	86.8137	264.1545	0.0105
35.6050	GI-7c	42.2882	165.2852	0.0190
35.6070	GI-7c	40.1279	122.5202	0.0100
35.6090	GI-7c	41.8382	157.7827	0.0130
35.6110	GI-7c	105.7369	294.9761	0.0200
35.6130	GI-7c	75.2850	258.7009	0.0150
35.6150	GI-7c	75.9680	202.9361	0.0270
35.6170	GI-7c	79.1192	252.3345	0.0140
35.6190	GI-7c	95.0483	274.4549	0.0140
35.6210	GI-7c	93.8398	286.2951	0.0130
35.6230	GI-7c	89.6397	315.6057	0.0125
35.6250	GI-7c	133.3749	293.4006	0.0165
35.6270	GI-7c	40.0831	152.6640	0.0180
35.6290	GI-7c	50.6975	193.1581	0.0160
35.6310	GI-7c	116.4243	302.1976	0.0105
35.6330	GI-7c	70.0775	209.8290	0.0145
35.6350	GI-7c	77.4735	241.6983	0.0165
35.6370	GI-7c	137.9704	372.7782	0.0170
35.6390	GI-7c	132.7224	384.8299	0.0150
35.6410	GI-7c	81.5649	275.2748	0.0140
35.6430	GI-7c	121.4210	184.0270	0.0145
35.6450	GI-7c	95.9763	193.1269	0.0140
35.6470	GI-7c	93.1292	239.5784	0.0155
35.6490	GI-7c	65.9233	188.3129	0.0145
35.6510	GI-7c	70.8760	168.4510	0.0130
35.6530	GI-7c	48.6903	133.9050	0.0160
35.6550	GI-7c	38.1689	128.5087	0.0150
35.6570	GI-7c	110.6442	228.9842	0.0135
35.6590	GI-7c	88.4382	312.5306	0.0190
35.6610	GI-7c	73.5375	262.1711	0.0145
35.6630	GI-7c	69.3498	210.6708	0.0155
35.6650	GI-7c	56.6187	199.1626	0.0155
35.6670	GI-7c	60.2062	180.0811	0.0225
35.6690	GI-7c	78.8793	281.1691	0.0140
35.6710	GI-7c	99.8949	476.0539	0.0155
35.6730	GI-7c	62.9564	226.8841	0.0100
35.6750	GI-7c	46.4353	265.8379	0.0175
35.6770	GI-7c	97.2780	350.4696	0.0150
35.6790	GI-7c	97.9848	349.0552	0.0140
37.9210	GI-8c	38.7547	38.8904	0.0290
37.9230	GI-8c	22.8680	23.8598	0.0370
37.9250	GI-8c	28.8886	33.8850	0.0310
37.9270	GI-8c	27.5072	43.4307	0.0325
37.9290	GI-8c	27.7641	33.5617	0.0375
37.9310	GI-8c	29.2725	27.8230	0.0300
37.9330	GI-8c	32.5730	34.2959	0.0310
37.9350	GI-8c	37.2122	34.3347	0.0275
37.9370	GI-8c	31.9952	35.6507	0.0355
37.9390	GI-8c	32.9114	39.5672	0.0360
37.9410	GI-8c	54.4416	41.3273	0.0300
37.9430	GI-8c	35.1561	45.8786	0.0255
37.9450	GI-8c	30.8464	38.6826	0.0255
37.9470	GI-8c	33.2770	38.4492	0.0390
37.9490	GI-8c	33.7976	51.2309	0.0385
37.9510	GI-8c	34.6442	49.0526	0.0310
37.9530	GI-8c	39.5518	45.9143	0.0270
37.9550	GI-8c	31.9993	37.3771	0.0225
37.9570	GI-8c	31.5048	60.7647	0.0235
37.9590	GI-8c	31.9121	36.6103	0.0295
37.9610	GI-8c	32.3226	46.6170	0.0315
37.9630	GI-8c	41.5195	45.0384	0.0280
37.9650	GI-8c	29.6309	30.4592	0.0195
37.9670	GI-8c	35.8105	41.2919	0.0350
37.9690	GI-8c	29.4465	36.9168	0.0285
37.9710	GI-8c	27.6349	32.3115	0.0355
37.9730	GI-8c	36.0085	41.5190	0.0305
37.9750	GI-8c	42.6203	44.2491	0.0260
37.9770	GI-8c	32.4105	45.9024	0.0410
37.9790	GI-8c	41.0830	43.0051	0.0255
37.9810	GI-8c	34.1315	53.0631	0.0295
37.9830	GI-8c	36.4315	41.0302	0.0335
37.9850	GI-8c	29.7439	30.7254	0.0355
37.9870	GI-8c	26.4444	33.5389	0.0450
37.9890	GI-8c	24.2157	32.5922	0.0205
37.9910	GI-8c	18.9309	28.8519	0.0220
37.9930	GI-8c	38.1731	32.4756	0.0230
37.9950	GI-8c	29.8920	30.4252	0.0375
37.9970	GI-8c	23.7940	29.2013	0.0320
37.9990	GI-8c	21.6950	34.5118	0.0300
38.0010	GI-8c	19.0436	30.6492	0.0300
38.0030	GI-8c	33.7682	43.9822	0.0385
38.0050	GI-8c	46.7981	43.1149	0.0265
38.0070	GI-8c	37.9516	42.1936	0.0475
38.0090	GI-8c	28.5780	35.4090	0.0460
38.0110	GI-8c	35.1219	39.9737	0.0290
38.0130	GI-8c	21.8422	30.5091	0.0385
38.0150	GI-8c	43.4081	59.3964	0.0265
38.0170	GI-8c	36.7249	35.2302	0.0250
38.0190	GI-8c	25.8374	36.9456	0.0350
38.0210	GI-8c	19.8217	39.4191	0.0275
38.0230	GI-8c	33.7418	61.2933	0.0320
38.0250	GI-8c	27.6061	60.3428	0.0325
38.0270	GI-8c	41.7743	64.7635	0.0405
38.0290	GI-8c	35.8996	58.7598	0.0315
38.0310	GI-8c	31.5137	38.1617	0.0390
38.0330	GI-8c	57.2912	46.9221	0.0185
38.0350	GI-8c	54.5050	43.6488	0.0275
38.0370	GI-8c	25.6822	23.8036	0.0390
38.0390	GI-8c	24.7751	25.3509	0.0280
38.0410	GI-8c	32.1456	27.4880	0.0240
38.0430	GI-8c	23.5997	45.2432	0.0255
38.0450	GI-8c	33.9892	37.1002	0.0355
38.0470	GI-8c	39.9877	34.9630	0.0360
38.0490	GI-8c	21.5225	28.0685	0.0240
38.0510	GI-8c	24.0315	28.2745	0.0360
38.0530	GI-8c	26.1602	36.7723	0.0305
38.0550	GI-8c	40.1493	35.8539	0.0325
38.0570	GI-8c	32.7324	36.2005	0.0385
38.0590	GI-8c	34.4034	44.7747	0.0340
38.0610	GI-8c	38.4255	35.6259	0.0305
38.0630	GI-8c	19.5922	29.6056	0.0370
38.0650	GI-8c	28.8903	40.4209	0.0405
38.0670	GI-8c	25.9871	43.4328	0.0280
38.0690	GI-8c	31.7926	37.9227	0.0300
38.0710	GI-8c	40.2096	43.0365	0.0380
38.0730	GI-8c	32.1640	28.3228	0.0270
38.0750	GI-8c	22.9154	30.9493	0.0240
38.0770	GI-8c	28.3463	28.3138	0.0405
38.0790	GI-8c	39.1453	58.5678	0.0280
38.0810	GI-8c	33.7050	33.5704	0.0410
38.0830	GI-8c	34.7398	95.3869	0.0365
38.0850	GI-8c	28.3072	38.4038	0.0475
38.0870	GI-8c	18.9680	27.4897	0.0380
38.0890	GI-8c	26.3250	31.8712	0.0305
38.0910	GI-8c	24.6319	34.0354	0.0435
38.0930	GI-8c	25.3051	27.2437	0.0310
38.0950	GI-8c	32.9243	24.1316	0.0330
38.0970	GI-8c	35.7652	55.0058	0.0270
38.0990	GI-8c	48.0477	23.8240	0.0375
38.1010	GI-8c	39.6020	26.5889	0.0340
38.1030	GI-8c	55.7168	47.3059	0.0265
38.1050	GI-8c	48.2549	38.3316	0.0335
38.1070	GI-8c	33.5863	40.4990	0.0295
38.1090	GI-8c	35.1711	53.6526	0.0270
38.1110	GI-8c	33.9095	55.0308	0.0275
38.1130	GI-8c	31.2853	30.0567	0.0365
38.1150	GI-8c	42.5634	38.6989	0.0350
38.1170	GI-8c	45.0677	35.8272	0.0390
38.1190	GI-8c	34.1977	31.1693	0.0405
38.1210	GI-8c	36.2103	35.3119	0.0295
38.1230	GI-8c	39.2010	30.8490	0.0330
38.1250	GI-8c	64.1862	37.0405	0.0285
38.1270	GI-8c	58.0794	48.7933	0.0290
38.1290	GI-8c	88.4379	62.9943	0.0280
38.1310	GI-8c	32.9569	36.8022	0.0265
38.1330	GI-8c	30.3869	47.8260	0.0385
38.1350	GI-8c	31.1321	44.0413	0.0250
38.1370	GI-8c	34.7203	29.5981	0.0310
38.1390	GI-8c	43.1914	34.6590	0.0285
38.1410	GI-8c	48.5433	36.5121	0.0220
38.1430	GI-8c	29.1187	27.5032	0.0395
38.1450	GI-8c	34.4848	33.7477	0.0225
38.1470	GI-8c	39.6999	34.0874	0.0320
38.1490	GI-8c	30.2280	31.8526	0.0335
38.1510	GI-8c	60.3300	52.2637	0.0265
38.1530	GI-8c	43.1446	36.8423	0.0300
38.1550	GI-8c	49.9082	39.6144	0.0290
38.1570	GI-8c	41.8502	59.7406	0.0285
38.1590	GI-8c	45.6409	56.4143	0.0310
38.1610	GI-8c	54.9563	50.0757	0.0280
38.1630	GI-8c	64.4865	63.2553	0.0280
38.1650	GI-8c	51.5163	59.7771	0.0260
38.1670	GI-8c	48.6976	80.7755	0.0205
38.1690	GI-8c	70.6899	81.3819	0.0155
38.1710	GI-8c	57.7669	107.0254	0.0170
38.1730	GI-8c	59.0309	135.3570	0.0220
38.1750	GI-8c	49.6588	102.6450	0.0195
38.1770	GI-8c	100.1060	209.3920	0.0165
38.1790	GI-8c	89.0095	171.7931	0.0155
38.1810	GI-8c	89.6846	201.0311	0.0180
38.1830	GI-8c	53.7879	149.3562	0.0250
38.1850	GI-8c	115.6990	255.8612	0.0150
38.1870	GI-8c	100.0707	241.1276	0.0165
38.1890	GI-8c	57.8317	138.4776	0.0215
38.1910	GI-8c	75.3228	136.5562	0.0095
38.1930	GI-8c	96.5641	171.5793	0.0180
38.1950	GI-8c	60.7938	158.3293	0.0195
38.1970	GI-8c	93.0743	210.0344	0.0140
38.1990	GI-8c	64.8933	175.4996	0.0165
38.2010	GI-8c	75.0396	232.2778	0.0215
38.2030	GI-8c	60.4896	216.5841	0.0135
38.2050	GI-8c	65.4112	204.4535	0.0150
38.2070	GI-8c	52.8357	166.5224	0.0155
38.2090	GI-8c	106.5840	152.2845	0.0140
38.2110	GI-8c	55.7702	164.6522	0.0175
38.2130	GI-8c	92.5040	191.9386	0.0180
38.2150	GI-8c	98.7130	184.4409	0.0120
38.2170	GI-8c	33.1203	86.3419	0.0145
38.2190	GI-8c	43.0640	105.0395	0.0160
38.2210	GI-8c	70.1625	163.4451	0.0105
38.2230	GI-8c	56.8995	141.8830	0.0195
38.2250	GI-8c	69.6661	157.5278	0.0155
38.2270	GI-8c	79.2393	208.3499	0.0155
38.2290	GI-8c	61.3049	154.2471	0.0170
38.2310	GI-8c	87.2174	215.5330	0.0140
38.2330	GI-8c	97.9924	314.1156	0.0150
38.2350	GI-8c	62.3058	171.7208	0.0145
38.2370	GI-8c	90.0410	217.4945	0.0185
38.2390	GI-8c	45.0373	174.2560	0.0155
38.2410	GI-8c	32.4406	120.0739	0.0145
38.2430	GI-8c	67.8011	242.7164	0.0120
38.2450	GI-8c	55.5512	209.3275	0.0180
38.2470	GI-8c	84.3890	335.9539	0.0135
38.2490	GI-8c	113.4142	239.0308	0.0185
38.2510	GI-8c	90.8564	203.9031	0.0275
38.2530	GI-8c	92.7127	225.6374	0.0140
38.2550	GI-8c	72.5664	248.2282	0.0210
38.2570	GI-8c	63.8409	262.5939	0.0235
38.2590	GI-8c	93.7055	270.2970	0.0160
38.2610	GI-8c	75.9041	282.5146	0.0205
38.2630	GI-8c	54.5432	220.3750	0.0215
38.2650	GI-8c	50.1361	156.6198	0.0125
38.2670	GI-8c	61.4603	157.1898	0.0135
38.2690	GI-8c	75.1193	197.8490	0.0140
38.2710	GI-8c	69.6579	227.0147	0.0205
38.2730	GI-8c	59.4663	223.9476	0.0160
38.2750	GI-8c	127.9293	268.8277	0.0195
38.2770	GI-8c	76.9667	229.8231	0.0135
38.2790	GI-8c	79.4683	274.4524	0.0170
38.2810	GI-8c	81.5802	318.7356	0.0180
38.2830	GI-8c	49.7734	202.3104	0.0160
38.2850	GI-8c	152.3883	358.6522	0.0160
38.2870	GI-8c	86.0106	289.7603	0.0170
38.2890	GI-8c	94.7089	260.4216	0.0195
38.2910	GI-8c	135.1171	322.7126	0.0150
38.2930	GI-8c	80.2047	221.2809	0.0265
38.2950	GI-8c	80.9713	179.6461	0.0170
38.2970	GI-8c	117.8721	278.6077	0.0135
38.2990	GI-8c	52.2283	162.0383	0.0170
38.3010	GI-8c	43.8380	150.5674	0.0180
38.3030	GI-8c	68.1840	256.1072	0.0200
